"tyyppi","lat","lon","osoite","nimi"
"Autoliikkeet","60.2783237","24.8721156","Vantaanlaaksontie 6 C,Vantaa","Bilia"
"Sekatavarakaupat","60.15730245","24.6385826361719","Ruukintie 8,Espoo","Biltema"
"Sekatavarakaupat","60.2858839","25.0174925","Akseli 3,Helsinki","Biltema"
"Muut","60.1916307","24.912036","Mannerheimintie 20 A,Helsinki","BK-Group/Forum"
"Sekatavarakaupat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Blippo"
"Sisustusliikkeet","60.1684481","24.9496682","Fabianinkatu 29,Helsinki","Boknäs"
"Sisustusliikkeet","60.2795916","24.8230560640062","Martinkyläntie 45,Vantaa","Boknäs"
"Ravintolat","60.1666889","24.9374051","Annankatu 21,Helsinki","Bossa"
"Lelukaupat","60.1758461","24.8039574","Länsituulentie 12,Espoo","BR-lelut"
"Lelukaupat","60.2188216","24.8128941","Leppävaarankatu 9,Espoo","BR-lelut"
"Lelukaupat","60.1493709","24.6548564","Espoonlahdenkatu 4,Espoo","BR-lelut"
"Lelukaupat","60.2092277","25.0763207","Itäkatu 1,Helsinki","BR-lelut"
"Lelukaupat","60.2373166","24.8908148","Kantelettarentie 1,Helsinki","BR-lelut"
"Lelukaupat","60.1694564","24.9385667","Mannerheimintie 20,Helsinki","BR-lelut"
"Lelukaupat","60.1688755","24.9335732","Urho Kekkosen katu 5 B,Helsinki","BR-lelut"
"Lelukaupat","60.2608563","24.8543158","Iskoskuja 3,Vantaa","BR-lelut"
"Lelukaupat","60.2925143","24.9619895","Vantaanportinkatu 3,Vantaa","BR-lelut"
"Ravintolat","60.1707201","24.9351274","Salomonkatu 1,Helsinki","Bravuria"
"Vaatekaupat","60.2188216","24.8128941","Leppävaarankatu 3,Espoo","Brothers"
"Vaatekaupat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Brothers"
"Vaatekaupat","60.1690528","24.9478405","Aleksanterinkatu 9,Helsinki","Brothers"
"Vaatekaupat",NA,NA,"Vantaaportinkatu 7,Vantaa","Brothers"
"Ravintolat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Bruuveri Panimoravintola"
"Urheilukaupat","60.16292815","24.7192712722564","Kuitinmäentie 27,Espoo","Budget Sport"
"Urheilukaupat","60.2796435","24.9731429","Voimakuja 1,Vantaa","Budget Sport"
"Pikaruokalat","60.1713198","24.9414566","Rautatieasema,Helsinki","Burger King"
"Pikaruokalat","60.1679353","24.9407997","Mannerheimintie 12,Helsinki","Burger King"
"Pikaruokalat","60.1690354","24.9469468","Aleksanterinkatu 11,Helsinki","Burger King"
"Pikaruokalat","60.2599003","24.8518717","Iskoskuja 3 A 1,Vantaa","Burger King"
"Urheilukaupat","60.1878995","24.9702501","Sörnäisten Rantatie 27 C,Helsinki","Burton Store Helsinki"
"Rautakaupat","60.2575633","24.7163548","Koskelontie 17 B,Espoo","Byggmax"
"Rautakaupat","60.2863217","24.9747724","Valimotie 18,Vantaa","Byggmax"
"Kahvilat","60.1916307","24.912036","Mannerheimintie 20 A,Helsinki","Cafe Amos"
"Kahvilat","60.236674","24.8594644","Ruosilankuja 3,Helsinki","Cafe Corelli"
"Kahvilat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Cafe Flou"
"Kahvilat","60.1706603","24.9360765","Mannerheimintie 22-24,Helsinki","Cafe Java"
"Kahvilat","60.206356","25.1465692","Kahvikuja 3,Helsinki","Cafe Kahvikuja"
"Kahvilat","60.1758133","24.803015","Länsituulentie 6,Espoo","Cafe Picnic"
"Kahvilat","60.2185602","24.8143645","Hevosenkenkä 3,Espoo","Cafe Picnic"
"Kahvilat","60.2188216","24.8128941","Leppävaarankatu 3-9,Espoo","Cafe Picnic"
"Kahvilat","60.1916307","24.912036","Mannerheimintie 20 A,Helsinki","Cafe Picnic"
"Kahvilat","60.1644821","24.9365674","Fredrikinkatu 28,Helsinki","Cafe Picnic"
"Kahvilat","60.1694564","24.9385667","Mannerheimintie 20,Helsinki","Cafe Picnic"
"Kahvilat","60.1700365","24.9415097","Kaivokatu 8,Helsinki","Cafe Picnic"
"Kahvilat","60.1679168","24.9323723","Fredrikinkatu 61,Helsinki","Cafe Picnic"
"Kahvilat","60.19276475","25.0323972586778","Hitsaajankatu 15,Helsinki","Cafe Picnic"
"Kahvilat","60.2092277","25.0763207","Itäkatu 1-5,Helsinki","Cafe Picnic"
"Kahvilat","60.1721661","24.9474444","Vuorikatu 12,Helsinki","Cafe Picnic"
"Kahvilat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Cafe Picnic"
"Kahvilat","60.1659889","24.9475818","Kasarmikatu 42,Helsinki","Cafe Picnic"
"Kahvilat","60.1605714","24.8812772","Lauttasaarentie 29,Helsinki","Cafe Picnic"
"Kahvilat","60.1535916","24.8813766","Melkonkatu 28,Helsinki","Cafe Picnic"
"Kahvilat","60.228493","24.9635345","Kylänvanhimmantie 29,Helsinki","Cafe Picnic"
"Kahvilat","60.1797009","24.9233551","Runeberginkatu 46,Helsinki","Cafe Picnic"
"Kahvilat","60.1639672","24.9165154","Itämerenkatu 11,Helsinki","Cafe Picnic"
"Kahvilat","60.1874106","24.9623744","Hämeentie 29,Helsinki","Cafe Picnic"
"Kahvilat","60.1839725","24.9177309","Topeliuksenkatu 8,Helsinki","Cafe Picnic"
"Kahvilat","60.1700712","24.9467653","Yliopistonkatu 5,Helsinki","Cafe Picnic"
"Kahvilat","60.1639981","24.9441669","Yrjönkatu 4,Helsinki","Cafe Picnic"
"Kahvilat","60.2925135","24.961879","Vantaanportinkatu 7,Vantaa","Cafe Picnic"
"Kahvilat",NA,NA,"Ulkoterminaali, Tuloaula 2,Vantaa","Cafe Picnic"
"Kahvilat","60.2781065","24.8539452","Kivivuorentie 4,Vantaa","Cafe Picnic"
"Kahvilat","60.29317305","25.0341458475799","Unikkotie 13,Vantaa","Cafe Picnic"
"Kahvilat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Cafe Picnic Kamppi"
"Kahvilat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Cafe Rouge"
"Ravintolat","60.1785202","24.925248","Töölöntorinkatu 7,Helsinki","Cafe Tin Tin Tango"
"Urheilukaupat","60.1721661","24.9474444","Vuorikatu 14,Helsinki","Camu"
"Apteekit","60.1797009","24.9233551","Runeberginkatu 46,Helsinki","Carelia apteekki"
"Vaatekaupat","60.2188216","24.8128941","Leppävaarankatu 3-9,Espoo","Carlings"
"Vaatekaupat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Carlings"
"Vaatekaupat","60.1916307","24.912036","Mannerheimintie 20 A,Helsinki","Carlings"
"Jäätelöbaarit","60.1916307","24.912036","Mannerheimintie 20 A,Helsinki","Carte dor Cafe"
"Sisustusliikkeet","60.2102866","25.0615535","Varikkotie 2,Helsinki","Casalight valaistus Lanterna"
"Muut","60.2370139","24.8596952","Ruosilantie 1,Helsinki","Cave - Boulderkeskus"
"Muut","60.1959625","24.9325446","Tallikatu 4,Helsinki","Cave - Boulderkeskus"
"Vaatekaupat","60.2169414","24.8124232","Leppävaarankatu 2,Espoo","Change"
"Vaatekaupat","60.1622684","24.7387191","Piispansilta 9,Espoo","Change"
"Vaatekaupat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Change"
"Vaatekaupat",NA,NA,"Itäkatu 1-5 B,Helsinki","Change"
"Vaatekaupat","60.2925143","24.9619895","Vantaanportinkatu 3,Vantaa","Change"
"Vaatekaupat","60.2608563","24.8543158","Iskoskuja 3,Vantaa","Change"
"Ravintolat","60.1620733","24.7375304","Piispansilta 11,Espoo","Chico's"
"Ravintolat","60.1724645","24.7264251","Kuunkatu 3,Espoo","Chico's"
"Ravintolat","60.2188216","24.8128941","Leppävaarankatu 3-9,Espoo","Chico's"
"Ravintolat","60.1832976","24.7943964","Louhentie 2,Espoo","Chico's"
"Ravintolat","60.2023667","24.9679041","Hämeentie 109-111,Helsinki","Chico's"
"Ravintolat","60.1830684","24.9248538","Mannerheimintie 68,Helsinki","Chico's"
"Ravintolat","60.2070072","25.1456118","Vuotie 45,Helsinki","Chico's"
"Ravintolat","60.1820329","24.9508157","Porthaninkatu 4,Helsinki","Chico's"
"Ravintolat","60.227476","25.00945","Viikintori 3,Helsinki","Chico's"
"Ravintolat","60.1604066","24.93065","Hietalahdenranta 5 C,Helsinki","Chico's"
"Ravintolat","60.2925143","24.9619895","Vantaanportinkatu 3,Vantaa","Chico's"
"Ravintolat","60.2629949","24.8517922","Myyrmäenraitti 2,Vantaa","Chico's"
"Ravintolat","60.293569","25.035925","Tikkuraitti 13,Vantaa","Chico's"
"Pikaruokalat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Chilli Fastfood Restaurant"
"Postit","60.1733118","24.9206426","Ilmarinkatu 10,Helsinki","City Mail Service Helsinki Oy"
"Pizzeriat","60.1916307","24.912036","Mannerheimintie 20 A,Helsinki","City Pizzeria & Kebab"
"Eläinkaupat","60.209656","25.0852176","Kauppakartanonkatu 3,Helsinki","City4Pets Lemmikkikaupunki"
"Ravintolat","60.1553561","24.6618293841019","Nöykkiönkatu 2,Espoo","Citykeittiö Deli"
"Ravintolat","60.2075507","24.6293147","Mikkelänkallio 1,Espoo","Citykeittiö Deli"
"Ravintolat","60.182852","24.7912741","Kalevalantie 3,Espoo","Citykeittiö Deli"
"Ravintolat","60.2051399","25.1199948","Vuotie 4,Helsinki","Citykeittiö Deli"
"Ravintolat","60.207432","24.9465627","Vähänkyröntie 2,Helsinki","Citykeittiö Deli"
"Ravintolat","60.2541043","24.9534154047993","Ohrahuhdantie 8,Helsinki","Citykeittiö Deli"
"Ravintolat","60.1702945","24.9211177","Mechelininkatu 5,Helsinki","Citykeittiö Deli"
"Ravintolat","60.1861912","24.9688593004352","Sörnäisten Rantatie 20,Helsinki","Citykeittiö Deli"
"Ravintolat","60.324378","25.0242011","Koivukylänväylä 66,Vantaa","Citykeittiö Deli"
"Ravintolat","60.343914","25.1028009555206","Pihkalantie 2,Vantaa","Citykeittiö Deli"
"Ravintolat","60.2775928","24.811585","Petikontie 29,Vantaa","Citykeittiö Deli"
"Ravintolat","60.2668056","25.1001521","Koivumäentie 33,Vantaa","Citykeittiö Deli"
"Sekatavarakaupat","60.2188216","24.8128941","Leppävaarankatu 3-9,Espoo","Clas Ohlson"
"Sekatavarakaupat","60.1493709","24.6548564","Espoonlahdenkatu 4,Espoo","Clas Ohlson"
"Sekatavarakaupat","60.2035124","24.6590606","Siltakatu 11,Espoo","Clas Ohlson"
"Sekatavarakaupat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Clas Ohlson"
"Sekatavarakaupat","60.2373166","24.8908148","Kantelettarentie 1,Helsinki","Clas Ohlson"
"Sekatavarakaupat","60.1669488","24.9422074","Mannerheimintie 4,Helsinki","Clas Ohlson"
"Sekatavarakaupat","60.2092277","25.0763207","Itäkatu 1-7,Helsinki","Clas Ohlson"
"Sekatavarakaupat","60.2925143","24.9619895","Vantaanportinkatu 3,Vantaa","Clas Ohlson"
"Sekatavarakaupat",NA,NA,"Iskoskuja 3 A 30,Vantaa","Clas Ohlson"
"Pizzeriat","60.2188216","24.8128941","Leppävaarankatu 3-9,Espoo","Classic Pizza"
"Pizzeriat","60.1620733","24.7375304","Piispansilta 11,Espoo","Classic Pizza"
"Pizzeriat","60.2092277","25.0763207","Itäkatu 1-7,Helsinki","Classic Pizza"
"Pizzeriat","60.2925143","24.9619895","Vantaanportinkatu 3,Vantaa","Classic Pizza"
"Pizzeriat","60.1620733","24.7375304","Piispansilta 11,Espoo","Classic Pizza Iso Omena"
"Pizzeriat","60.2188216","24.8128941","Leppävaarankatu 3-9,Espoo","Classic Pizza Sello"
"Kahvilat","60.1696396","24.9425988","Keskuskatu 6,Helsinki","Coffee Bar"
"Kahvilat","60.1620733","24.7375304","Piispansilta 11,Espoo","Coffee House"
"Kahvilat","60.1703935","24.939521","Asema-Aukio 2,Helsinki","Coffee House"
"Kahvilat",NA,NA,"Citykäytävä, katutaso,Helsinki","Coffee House"
"Kahvilat","60.1724821","24.9453939","Mikonkatu 23,Helsinki","Coffee House"
"Kahvilat","60.2373166","24.8908148","Kantelettarentie 1,Helsinki","Coffee House"
"Kahvilat","60.2925143","24.9619895","Vantaanportinkatu 3,Vantaa","Coffee House"
"Ravintolat","60.1916307","24.912036","Mannerheimintie 20 A,Helsinki","Colorado Mts Bar & Grill"
"Eläinkaupat","60.2070072","25.1456118","Vuotie 45,Helsinki","Columbuksen Eläinkauppa"
"Muut","60.2264421","24.9057933","Nuijamiestentie 5 A,Helsinki","Consmet Oy"
"Vaatekaupat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Cross Sportswear Consept Store"
"Vaatekaupat","60.1622684","24.7387191","Piispansilta 9,Espoo","Cubus"
"Vaatekaupat","60.1758461","24.8039574","Länsituulentie 12,Espoo","Cubus"
"Vaatekaupat","60.2188216","24.8128941","Leppävaarankatu 3-9,Espoo","Cubus"
"Vaatekaupat","60.2373166","24.8908148","Kantelettarentie 1,Helsinki","Cubus"
"Vaatekaupat",NA,NA,"Itäkatu 1-5 A 58,Helsinki","Cubus"
"Vaatekaupat","60.1694564","24.9385667","Mannerheimintie 20,Helsinki","Cubus"
"Vaatekaupat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Cubus"
"Vaatekaupat","60.2925143","24.9619895","Vantaanportinkatu 3,Vantaa","Cubus"
"Hotellit","60.1791173","24.9495629","Siltasaarenkatu 14,Helsinki","Cumulus"
"Hotellit","60.1709399","24.94615","Kaisaniemenkatu 7,Helsinki","Cumulus"
"Hotellit","60.1868502","24.9481581","Läntinen Brahenkatu 2,Helsinki","Cumulus"
"Hotellit","60.2973506","24.9617515","Robert Huberin tie 6,Vantaa","Cumulus"
"Vaatekaupat","60.2188216","24.8128941","Leppävaarankatu 3,Espoo","Cybershop"
"Vaatekaupat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Cybershop"
"Vaatekaupat","60.1701633","24.9394863","Kaivokatu 6,Helsinki","Cybershop"
"Urheilukaupat","60.1675557","24.9359583","Annankatu 15,Helsinki","Cycle Center"
"Urheilukaupat","60.1874976","24.9570806","Helsinginkatu 9,Helsinki","Cycle Center"
"Urheilukaupat","60.2102682","24.9433881","Mäkelänkatu 84,Helsinki","Cycle Center"
"Urheilukaupat","60.3334153","25.0750128","Rekolantie 70,Vantaa","Cycles Eriksson"
"Pankit","60.1768636","24.8012968","Kauppamiehentie 7,Espoo","Danske Bank"
"Pankit","60.2175211","24.811222","Leppävaarankatu 7,Espoo","Danske Bank"
"Pankit","60.1701633","24.9394863","Kaivokatu 6,Helsinki","Danske Bank"
"Pankit","60.2325901","24.886698","Kaupintie 3 D,Helsinki","Danske Bank"
"Pankit","60.2518816","25.009189","Ylä-Malmin tori 3,Helsinki","Danske Bank"
"Pankit","60.209829","25.0783368","Tallinnanaukio 1,Helsinki","Danske Bank"
"Pankit","60.2933366","25.0380468","Asematie 12 A,Vantaa","Danske Bank"
"Pankit","60.2781065","24.8539452","Kivivuorentie 4,Vantaa","Danske Bank"
"Urheilukaupat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","David Store"
"Sisustusliikkeet","60.2088756","25.0861453","Kauppakartanonkatu 20 B,Helsinki","Decoart"
"Urheilukaupat","60.228764","24.923383","Metsäpurontie 29,Helsinki","DeeSport"
"Ruokakaupat","60.1640236","24.9439899","Iso Roobertinkatu 2,Helsinki","Delish Iso Roba"
"Vaatekaupat","60.1675456","24.9435466","Pohjoisesplanadi 2,Helsinki","Della Marga"
"Vaatekaupat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Detalji"
"Elektroniikkaliikkeet","60.1722379","24.9195382","Mechelininkatu 12-14,Helsinki","Digishop"
"Kenkäkaupat","60.2188216","24.8128941","Leppävaarankatu 3-9,Espoo","Din Sko"
"Kenkäkaupat","60.1921422","24.9101863","Mannerheimintie 18,Helsinki","Din Sko"
"Kenkäkaupat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Din Sko"
"Kenkäkaupat","60.2104564","25.0810679","Itäkatu 7,Helsinki","Din Sko"
"Kenkäkaupat","60.2925143","24.9619895","Vantaanportinkatu 3,Vantaa","Din Sko"
"","60.162788","24.9199137","Santakatu 2a 12,Helsinki","DLS Entertainment"
"Musiikkiliikkeet","60.1879523","24.97737","Hermannin Rantatie 10,Helsinki","DLX Deluxe Music"
"Matkapuhelimet","60.2185762","24.8099318","Leppävaarankatu 5,Espoo","DNA Kauppa"
"Matkapuhelimet","60.2188216","24.8128941","Leppävaarankatu 3-9,Espoo","DNA Kauppa"
"Matkapuhelimet","60.1620733","24.7375304","Piispansilta 11,Espoo","DNA Kauppa"
"Matkapuhelimet","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","DNA Kauppa"
"Matkapuhelimet","60.1700365","24.9415097","Kaivokatu 8,Helsinki","DNA Kauppa"
"Matkapuhelimet","60.1701633","24.9394863","Kaivokatu 10,Helsinki","DNA Kauppa"
"Matkapuhelimet","60.1788218","24.9496728","Siltasaarenkatu 12,Helsinki","DNA Kauppa"
"Matkapuhelimet","60.21360305","25.0880133121173","Vanhanlinnantie 1,Helsinki","DNA Kauppa"
"Matkapuhelimet","60.17247345","24.9378884598316","Töölönlahdenkatu 2,Helsinki","DNA Kauppa"
"Matkapuhelimet","60.2092277","25.0763207","Itäkatu 1-5,Helsinki","DNA Kauppa"
"Matkapuhelimet","60.2508523","25.0121269","Ala-Malmintori 5,Helsinki","DNA Kauppa"
"Matkapuhelimet","60.2373166","24.8908148","Kantelettarentie 1,Helsinki","DNA Kauppa"
"Matkapuhelimet","60.2893962","24.9586477","Vantaanportti 3,Vantaa","DNA Kauppa"
"Matkapuhelimet","60.2223276","24.87614","Valimotie 9,Vantaa","DNA Kauppa"
"Matkapuhelimet","60.2925143","24.9619895","Vantaanportinkatu 3,Vantaa","DNA Kauppa"
"Ravintolat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Don Corleone"
"Vaatekaupat","60.1620733","24.7375304","Piispansilta 11,Espoo","Dressmann"
"Vaatekaupat","60.2188216","24.8128941","Leppävaarankatu 3-9,Espoo","Dressmann"
"Vaatekaupat",NA,NA,"Valankuja 10,Espoo","Dressmann"
"Vaatekaupat","60.1690354","24.9469468","Aleksanterinkatu 11,Helsinki","Dressmann"
"Vaatekaupat","60.2508523","25.0121269","Ala-Malmin tori 5,Helsinki","Dressmann"
"Vaatekaupat",NA,NA,"Itäkatu 7 E 26,Helsinki","Dressmann"
"Vaatekaupat",NA,NA,"Mannerhemintie 20,Helsinki","Dressmann"
"Vaatekaupat","60.2070072","25.1456118","Vuotie 45,Helsinki","Dressmann"
"Vaatekaupat","60.2373166","24.8908148","Kantelettarentie 1,Helsinki","Dressmann"
"Vaatekaupat","60.2608563","24.8543158","Iskoskuja 3,Vantaa","Dressmann"
"Vaatekaupat","60.2920259","25.0420625","Asematie 4-10,Vantaa","Dressmann"
"Vaatekaupat","60.2092277","25.0763207","Itäkatu 1 A,Helsinki","Dressmann XL"
"Vaatekaupat","60.1690354","24.9469468","Aleksanterinkatu 11,Helsinki","Dressmann XL"
"Vaatekaupat","60.2925135","24.961879","Vantaanportinkatu 7,Vantaa","Dressmann XL"
"Muut",NA,NA,"Viidakkoplku 4,Vantaa","Drinksdeli"
"Kauneus ja terveys","60.1916307","24.912036","Mannerheimintie 20 A,Helsinki","Ea-terveydenhoito-myymälä"
"Tietokoneliikkeet","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","EB Games"
"Kenkäkaupat","60.1916307","24.912036","Mannerheimintie 20 A,Helsinki","Ecco"
"Kenkäkaupat","60.1620733","24.7375304","Piispansilta 11,Espoo","Ecco Shop"
"Kenkäkaupat","60.1701633","24.9394863","Kaivokatu 6,Helsinki","Ecco Shop"
"Kenkäkaupat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Ecco Shop"
"Kenkäkaupat","60.2832501","24.9735322","Nilsaksenpolku 2,Vantaa","Ecco Shop"
"Apteekit","60.1607462","24.9465082","Korkeavuorenkatu 2 A,Helsinki","Eiran apteekki"
"Parturit ja kampaamot","60.2373166","24.8908148","Kantelettarentie 1,Helsinki","Ekasalongit"
"Parturit ja kampaamot","60.227476","25.00945","Viikintori 3,Helsinki","Ekasalongit"
"Parturit ja kampaamot","60.2089603","25.0824148","Hansakuja 4-5,Helsinki","Ekasalongit"
"Parturit ja kampaamot","60.1741364","24.9504253","Unioninkatu 32,Helsinki","Ekasalongit"
"Muut","60.1809524","24.9504411","Porthaninkatu 1,Helsinki","Ekokauppa Ekolo"
"Urheilukaupat","60.2249195","24.8546885","Konalantie 47,Helsinki","Electrobike"
"Tietokoneliikkeet","60.193739","25.0342092","Insinöörinkatu 7 B,Helsinki","Elektroni.fi"
"Apteekit","60.1717521","24.9395594438378","Elielinaukio 3,Helsinki","Eliel apteekki"
"Apteekit","60.1717521","24.9395594438378","Elielinaukio 3,Helsinki","Elielin apteekki"
"","60.2065206","24.979582","Toini Muonankatu 3 A,Helsinki","Elinta"
"Matkapuhelimet","60.2188216","24.8128941","Leppävaarankatu 3-9,Espoo","Elisa Shopit"
"Matkapuhelimet","60.2036614","24.6582779","Valakuja 10,Espoo","Elisa Shopit"
"Matkapuhelimet","60.1620733","24.7375304","Piispansilta 11,Espoo","Elisa Shopit"
"Matkapuhelimet","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Elisa Shopit"
"Matkapuhelimet","60.1701633","24.9394863","Kaivokatu 10,Helsinki","Elisa Shopit"
"Matkapuhelimet","60.1694564","24.9385667","Mannerheimintie 20,Helsinki","Elisa Shopit"
"Matkapuhelimet","60.2092277","25.0763207","Itäkatu 1-5,Helsinki","Elisa Shopit"
"Matkapuhelimet","60.1706603","24.9360765","Mannerheimintie 22-24,Helsinki","Elisa Shopit"
"Matkapuhelimet","60.2373166","24.8908148","Kantelettarentie 1,Helsinki","Elisa Shopit"
"Matkapuhelimet","60.2925143","24.9619895","Vantaanportinkatu 3,Vantaa","Elisa Shopit"
"Matkapuhelimet",NA,NA,"Iskoskuja 3 B 59,Vantaa","Elisa Shopit"
"Matkapuhelimet","60.29317305","25.0341458475799","Unikkotie 13,Vantaa","Elisa Shopit"
"Kauneus ja terveys","60.2188216","24.8128941","Leppävaarankatu 3-9,Espoo","Emotion"
"Kauneus ja terveys","60.2035124","24.6590606","Siltakatu 11,Espoo","Emotion"
"Kauneus ja terveys","60.2144771","25.0884375","Vanhanlinnantie 3,Helsinki","Emotion"
"Kauneus ja terveys","60.1773762","24.9500078","Siltasaarenkatu 6-10,Helsinki","Emotion"
"Kauneus ja terveys","60.2925135","24.961879","Vantaanportinkatu 7,Vantaa","Emotion"
"Kauneus ja terveys","60.29317305","25.0341458475799","Unikkotie 13,Vantaa","Emotion"
"Ravintolat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Empire Plaza"
"Tietokoneliikkeet","60.1425578","24.6703404","Soukantie 14,Espoo","Endesk"
"Kirjastot","60.2035124","24.6590606","Siltakatu 11,Espoo","Entressen kirjasto"
"Retkeily","60.2223276","24.87614","Valimotie 27,Vantaa","Erätukku"
"Apteekit","60.1916307","24.912036","Mannerheimintie 1,Helsinki","Erottajan apteekki"
"Eläinlääkärit","60.2252733","24.7409365","Kavallinpelto 3,Espoo","Espoon Eläinlääkäritalo"
"Apteekit","60.2041165","24.6520647","Kamreerintie 5,Espoo","Espoon keskustan apteekki"
"Muut","60.1765005","24.8019084685369","Kauppamiehentie 1,Espoo","Espoon Kone"
"Muut","60.179022","24.7966040439739","Ahertajankuja 4,Espoo","Espoon Tietokonehuolto"
"Urheilukaupat","60.2008527","24.9451369","Mäkelänkatu 49,Helsinki","Essenuoto Shop (Helsinki)"
"Vaatekaupat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Etam"
"Apteekit","60.2128894","24.8981207","Kauppalantie 26,Helsinki","Etelä-haagan apteekki"
"Kirjastot","60.2174893","24.8907032","Isonnevantie 16 B,Helsinki","Etelä-haagan kirjasto"
"Apteekit","60.2410024","24.8853761","Vanhaistentie 1,Helsinki","Etelä-kaarelan apteekki"
"Sekatavarakaupat",NA,NA,"Sampokuja,Espoo","Etola"
"Sekatavarakaupat","60.17886285","24.9514477004731","Hakaniemen torikatu 4,Helsinki","Etola"
"Sekatavarakaupat","60.1930323","25.0307619","Hitsaajankatu 14,Helsinki","Etola"
"Sekatavarakaupat","60.1976095","24.8839153","Huopalahdentie 4-6,Helsinki","Etola"
"Sekatavarakaupat","60.28311685","25.0131509518267","Lampputie 2,Helsinki","Etola"
