"Vuosi","Postinumero","Keskiarvo","Lukumäärä"
2005,"67400",1065,21
2005,"67600",NA,3
2005,"67700",1084,19
2005,"67800",744,62
2005,"67900",NA,NA
2005,"68100",674,11
2005,"68210",NA,NA
2005,"68230",NA,1
2005,"68300",730,17
2005,"68320",NA,1
2005,"68380",NA,NA
2005,"68390",NA,NA
2005,"68410",NA,1
2005,"68500",825,8
2005,"68555",NA,NA
2005,"68560",NA,2
2005,"68570",NA,5
2005,"68580",NA,NA
2005,"68600",1072,127
2005,"68620",998,73
2005,"68630",1144,23
2005,"68660",803,27
2005,"68700",NA,5
2005,"68800",NA,NA
2005,"68810",NA,NA
2005,"68820",NA,NA
2005,"68870",NA,1
2005,"68910",NA,2
2005,"68930",NA,3
2005,"68940",NA,NA
2005,"69100",748,31
2005,"69150",NA,NA
2005,"69300",591,9
2005,"69310",NA,1
2005,"69410",NA,1
2005,"69440",NA,1
2005,"69510",NA,NA
2005,"69600",786,13
2005,"69700",NA,2
2005,"69730",NA,NA
2005,"69820",NA,NA
2005,"69830",NA,NA
2005,"69950",NA,3
2005,"69980",NA,1
2005,"70100",1911,422
2005,"70110",1758,155
2005,"70150",1467,114
2005,"70200",1456,171
2005,"70260",1557,73
2005,"70280",1261,57
2005,"70300",1717,18
2005,"70340",1297,58
2005,"70400",NA,3
2005,"70420",1330,71
2005,"70460",1201,125
2005,"70500",1358,176
2005,"70600",1733,84
2005,"70620",1478,43
2005,"70700",1432,78
2005,"70780",1413,102
2005,"70800",1594,39
2005,"70820",1565,152
2005,"70840",NA,NA
2005,"70900",1527,8
2005,"70910",1235,47
2005,"71160",1058,7
2005,"71200",570,21
2005,"71210",NA,NA
2005,"71240",NA,NA
2005,"71280",NA,NA
2005,"71310",1047,13
2005,"71470",NA,4
2005,"71480",NA,2
2005,"71570",NA,2
2005,"71730",NA,NA
2005,"71750",785,14
2005,"71760",NA,3
2005,"71775",NA,NA
2005,"71800",1272,74
2005,"71820",NA,1
2005,"71850",1189,15
2005,"71870",643,18
2005,"71910",NA,4
2005,"71960",NA,NA
2005,"72100",689,7
2005,"72210",NA,2
2005,"72300",612,8
2005,"72400",717,24
2005,"72550",NA,1
2005,"72600",727,14
2005,"73100",839,43
2005,"73200",544,6
2005,"73230",NA,NA
2005,"73300",872,69
2005,"73310",NA,NA
2005,"73410",NA,NA
2005,"73460",515,13
2005,"73500",773,21
2005,"73600",655,22
2005,"73770",NA,5
2005,"73900",NA,4
2005,"74100",1218,121
2005,"74120",1028,114
2005,"74130",916,58
2005,"74200",717,9
2005,"74300",634,14
2005,"74340",NA,2
2005,"74380",NA,NA
2005,"74510",658,6
2005,"74550",NA,NA
2005,"74700",789,46
2005,"75500",574,38
2005,"75530",622,30
2005,"75680",NA,NA
2005,"75700",483,15
2005,"76100",638,130
2005,"76120",617,24
2005,"76130",681,13
2005,"76150",579,80
2005,"76850",NA,5
2005,"76940",NA,NA
2005,"77240",NA,NA
2005,"77330",NA,NA
2005,"77570",454,6
2005,"77580",NA,NA
2005,"77600",666,72
2005,"77700",586,12
2005,"77800",NA,NA
2005,"78200",880,165
2005,"78210",730,18
2005,"78250",914,52
2005,"78300",626,44
2005,"78310",1258,6
2005,"78400",900,20
2005,"78480",NA,NA
2005,"78500",869,25
2005,"78850",892,63
2005,"78870",932,31
2005,"78880",807,11
2005,"79100",822,66
2005,"79130",NA,5
2005,"79255",NA,NA
2005,"79480",NA,1
2005,"79600",562,11
2005,"79700",690,18
2005,"79810",NA,1
2005,"79830",NA,NA
2005,"79940",NA,1
2005,"80100",1663,250
2005,"80110",1650,157
2005,"80130",1184,15
2005,"80140",1387,89
2005,"80160",1133,183
2005,"80170",1292,49
2005,"80200",1572,83
2005,"80220",1435,14
2005,"80230",1393,50
2005,"80260",1269,65
2005,"80330",1264,19
2005,"80400",1219,28
2005,"80510",977,9
2005,"80710",1485,45
2005,"80770",NA,1
2005,"80780",NA,4
2005,"80790",NA,NA
2005,"80850",NA,NA
2005,"80910",NA,1
2005,"81100",1074,27
2005,"81160",NA,1
2005,"81200",644,22
2005,"81210",NA,NA
2005,"81220",NA,1
2005,"81230",NA,NA
2005,"81235",NA,NA
2005,"81280",469,14
2005,"81390",NA,NA
2005,"81700",628,74
2005,"81720",447,23
2005,"81750",NA,NA
2005,"81970",NA,NA
2005,"82110",NA,NA
2005,"82140",NA,3
2005,"82200",839,21
2005,"82220",NA,NA
2005,"82290",NA,NA
2005,"82300",NA,4
2005,"82335",NA,NA
2005,"82350",NA,1
2005,"82430",NA,1
2005,"82500",903,77
2005,"82600",594,13
2005,"82655",NA,NA
2005,"82710",NA,NA
2005,"82730",NA,3
2005,"82900",619,31
2005,"83100",906,10
2005,"83130",NA,NA
2005,"83330",NA,NA
2005,"83400",NA,4
2005,"83430",NA,2
2005,"83500",595,68
2005,"83630",NA,NA
2005,"83700",682,11
2005,"83720",NA,NA
2005,"83750",NA,NA
2005,"83900",688,27
2005,"83950",NA,NA
2005,"83960",NA,NA
2005,"84100",1028,102
2005,"84880",NA,NA
2005,"85100",1033,25
2005,"85140",NA,NA
2005,"85160",NA,NA
2005,"85200",552,8
2005,"85230",NA,NA
2005,"85310",NA,NA
2005,"85320",NA,NA
2005,"85410",648,8
2005,"85430",NA,NA
2005,"85500",915,67
2005,"85560",NA,NA
2005,"85580",NA,NA
2005,"85630",NA,1
2005,"85640",NA,2
2005,"85660",NA,NA
2005,"85800",748,41
2005,"85820",NA,NA
2005,"85900",540,9
2005,"86100",NA,3
2005,"86170",NA,1
2005,"86220",NA,2
2005,"86300",855,64
2005,"86400",711,10
2005,"86440",NA,1
2005,"86600",876,33
2005,"86710",546,7
2005,"86800",683,23
2005,"86900",NA,NA
2005,"87100",1228,175
2005,"87150",1082,20
2005,"87200",1187,48
2005,"87250",1229,44
2005,"87300",910,27
2005,"87400",1007,51
2005,"87500",965,91
2005,"87600",451,40
2005,"87700",1076,55
2005,"87830",NA,4
2005,"88200",468,6
2005,"88270",NA,1
2005,"88300",512,10
2005,"88400",NA,1
2005,"88470",NA,NA
2005,"88600",1079,49
2005,"88610",1156,14
2005,"88900",841,56
2005,"89140",NA,NA
2005,"89200",451,8
2005,"89400",NA,1
2005,"89600",758,11
2005,"89800",NA,4
2005,"90100",1913,351
2005,"90120",1683,208
2005,"90140",1435,55
2005,"90150",1426,69
2005,"90160",1389,98
2005,"90210",NA,NA
2005,"90230",1817,105
2005,"90240",1489,154
2005,"90250",1253,168
2005,"90310",1648,27
2005,"90400",NA,NA
2005,"90420",1668,110
2005,"90440",1260,95
2005,"90450",1379,82
2005,"90460",1353,109
2005,"90480",NA,1
2005,"90500",1466,269
2005,"90520",1413,32
2005,"90530",1169,73
2005,"90540",1401,84
2005,"90550",1207,105
2005,"90560",1245,85
2005,"90570",1402,122
2005,"90580",1238,102
2005,"90630",1561,85
2005,"90650",1370,181
2005,"90800",1466,82
2005,"90810",1144,19
2005,"90820",NA,NA
2005,"90830",1186,61
2005,"90840",1265,6
2005,"90850",NA,1
2005,"90900",1110,49
2005,"90910",NA,1
2005,"90940",1276,62
2005,"91100",995,10
2005,"91200",NA,NA
2005,"91300",703,7
2005,"91310",NA,NA
2005,"91410",NA,NA
2005,"91430",NA,NA
2005,"91500",1072,26
2005,"91600",675,7
2005,"91670",NA,NA
2005,"91700",776,8
2005,"91710",NA,2
2005,"91760",NA,NA
2005,"91800",1071,22
2005,"91900",1031,23
2005,"91910",NA,2
2005,"91950",NA,1
2005,"91980",NA,1
2005,"92100",966,55
2005,"92120",879,16
2005,"92130",912,57
2005,"92140",874,8
2005,"92150",738,12
2005,"92160",NA,NA
2005,"92320",NA,NA
2005,"92350",NA,NA
2005,"92400",NA,NA
2005,"92430",NA,2
2005,"92450",NA,NA
2005,"92500",618,6
2005,"92600",NA,2
2005,"92620",NA,1
2005,"92640",NA,2
2005,"92700",NA,1
2005,"92930",582,7
2005,"93100",706,20
2005,"93280",NA,NA
2005,"93400",NA,5
2005,"93600",998,97
2005,"93825",NA,2
2005,"93850",NA,NA
2005,"93999",NA,2
2005,"94100",918,179
2005,"94200",717,17
2005,"94300",NA,4
2005,"94400",859,15
2005,"94430",NA,NA
2005,"94450",837,19
2005,"94500",637,10
2005,"94600",925,16
2005,"94700",667,50
2005,"94720",967,29
2005,"94830",525,30
2005,"95100",NA,NA
2005,"95200",NA,NA
2005,"95230",NA,1
2005,"95300",NA,2
2005,"95400",1072,46
2005,"95410",1058,20
2005,"95420",907,54
2005,"95430",858,28
2005,"95450",1093,33
2005,"95600",NA,5
2005,"95700",NA,4
2005,"95900",NA,2
2005,"95970",1199,6
2005,"95980",NA,NA
2005,"96100",1326,227
2005,"96190",1137,26
2005,"96200",1342,146
2005,"96300",1232,79
2005,"96400",1213,46
2005,"96440",826,36
2005,"96460",1131,37
2005,"96500",783,141
2005,"96600",NA,1
2005,"96800",967,7
2005,"96900",1367,24
2005,"96910",1063,41
2005,"96960",NA,NA
2005,"97110",NA,NA
2005,"97130",NA,NA
2005,"97160",NA,NA
2005,"97280",NA,NA
2005,"97390",NA,NA
2005,"97700",603,12
2005,"97900",631,7
2005,"98100",679,21
2005,"98120",570,6
2005,"98230",NA,NA
2005,"98310",NA,NA
2005,"98400",NA,NA
2005,"98440",NA,2
2005,"98500",NA,1
2005,"98530",NA,NA
2005,"98600",NA,NA
2005,"98720",NA,3
2005,"98800",NA,NA
2005,"98900",634,7
2005,"99100",NA,5
2005,"99130",1058,18
2005,"99300",NA,NA
2005,"99400",NA,2
2005,"99490",NA,NA
2005,"99555",NA,1
2005,"99600",503,38
2005,"99620",NA,NA
2005,"99645",NA,NA
2005,"99710",NA,NA
2005,"99800",773,17
2005,"99830",1532,6
2005,"99870",NA,NA
2005,"99910",NA,NA
2005,"99980",NA,2
2006,"00100",4030,487
2006,"00120",4334,214
2006,"00130",4655,66
2006,"00140",4652,256
2006,"00150",4313,379
2006,"00160",4563,60
2006,"00170",4245,208
2006,"00180",4037,270
2006,"00190",NA,NA
2006,"00200",3445,512
2006,"00210",3604,126
2006,"00240",NA,2
2006,"00250",3701,382
2006,"00260",4008,154
2006,"00270",3536,253
2006,"00280",3316,77
2006,"00290",NA,4
2006,"00300",3072,39
2006,"00310",2869,31
2006,"00320",2932,392
2006,"00330",3645,215
2006,"00340",3466,40
2006,"00350",2869,230
2006,"00360",2527,71
2006,"00370",2710,76
2006,"00380",NA,NA
2006,"00390",2311,120
2006,"00400",2444,235
2006,"00410",2057,6
2006,"00420",2149,291
2006,"00430",2678,12
2006,"00440",2710,96
2006,"00500",3234,669
2006,"00510",3147,449
2006,"00520",2866,140
2006,"00530",3355,665
2006,"00540",NA,NA
2006,"00550",2941,230
2006,"00560",3083,84
2006,"00570",3242,84
2006,"00580",NA,NA
2006,"00590",NA,NA
2006,"00600",2208,29
2006,"00610",2809,155
2006,"00620",2416,61
2006,"00630",2167,84
2006,"00640",2449,196
2006,"00650",2605,42
2006,"00660",2801,69
2006,"00670",2784,54
2006,"00680",2797,45
2006,"00690",NA,5
2006,"00700",2401,136
2006,"00710",1944,166
2006,"00720",2402,132
2006,"00730",2503,131
2006,"00740",2176,93
2006,"00750",2184,112
2006,"00760",2361,84
2006,"00770",1658,70
2006,"00780",2562,108
2006,"00790",3025,61
2006,"00800",2615,116
2006,"00810",3200,71
2006,"00820",2069,166
2006,"00830",3174,34
2006,"00840",2473,196
2006,"00850",3255,8
2006,"00870",2456,34
2006,"00900",2073,88
2006,"00910",2212,137
2006,"00920",1801,131
2006,"00930",2619,31
2006,"00940",1946,252
2006,"00950",2793,53
2006,"00960",2024,182
2006,"00970",2058,141
2006,"00980",2366,167
2006,"00990",3358,111
2006,"01120",NA,NA
2006,"01150",2070,16
2006,"01180",NA,NA
2006,"01200",1666,186
2006,"01230",2133,96
2006,"01260",2178,24
2006,"01280",1951,183
2006,"01300",2284,433
2006,"01350",1940,158
2006,"01360",1661,274
2006,"01370",2058,66
2006,"01380",2298,14
2006,"01390",2261,88
2006,"01400",2101,27
2006,"01420",NA,3
2006,"01450",2034,302
2006,"01480",1653,108
2006,"01490",2222,16
2006,"01510",2385,8
2006,"01520",2826,90
2006,"01600",2021,465
2006,"01610",1925,159
2006,"01620",1850,278
2006,"01630",2504,35
2006,"01640",2409,24
2006,"01650",1769,97
2006,"01660",2238,25
2006,"01670",2394,45
2006,"01680",NA,5
2006,"01690",2601,23
2006,"01700",2279,6
2006,"01710",2020,308
2006,"01720",NA,2
2006,"01730",1631,42
2006,"01750",NA,NA
2006,"01760",NA,2
2006,"01800",1986,173
2006,"01820",1995,79
2006,"01830",1670,6
2006,"01840",NA,NA
2006,"01860",NA,NA
2006,"01900",1773,106
2006,"01940",NA,NA
2006,"02100",3009,119
2006,"02110",2789,108
2006,"02120",2832,134
2006,"02130",2651,111
2006,"02140",2488,60
2006,"02150",2339,15
2006,"02160",3329,40
2006,"02170",2982,139
2006,"02180",2649,137
2006,"02200",2604,128
2006,"02210",2351,321
2006,"02230",2387,367
2006,"02240",2713,16
2006,"02260",2259,82
2006,"02270",2774,23
2006,"02280",2590,63
2006,"02300",2773,20
2006,"02320",2227,399
2006,"02330",2441,37
2006,"02340",2439,118
2006,"02360",2061,217
2006,"02380",NA,1
2006,"02400",1943,141
2006,"02410",1298,49
2006,"02420",1840,18
2006,"02430",2072,97
2006,"02450",NA,NA
2006,"02460",1503,40
2006,"02480",NA,NA
2006,"02540",NA,NA
2006,"02550",NA,NA
2006,"02570",NA,4
2006,"02580",1787,17
2006,"02600",2617,129
2006,"02610",2882,67
2006,"02620",2075,107
2006,"02630",2391,53
2006,"02650",2382,221
2006,"02660",2731,20
2006,"02680",2558,6
2006,"02700",2776,101
2006,"02710",2116,143
2006,"02720",2060,86
2006,"02730",2459,26
2006,"02740",NA,1
2006,"02750",2678,75
2006,"02760",1973,203
2006,"02770",2313,99
2006,"02780",2158,28
2006,"02810",NA,2
2006,"02820",NA,NA
2006,"02860",NA,1
2006,"02880",2071,71
2006,"02920",2165,19
2006,"02940",2432,138
2006,"02970",2430,15
2006,"03100",1793,302
2006,"03150",NA,NA
2006,"03250",1716,17
2006,"03300",NA,NA
2006,"03320",NA,NA
2006,"03400",1646,74
2006,"03600",1459,93
2006,"03620",1279,16
2006,"03810",NA,NA
2006,"03850",1211,12
2006,"04130",2113,62
2006,"04200",1865,292
2006,"04220",1963,21
2006,"04230",1827,161
2006,"04240",NA,NA
2006,"04250",1896,69
2006,"04260",1642,136
2006,"04300",2005,140
2006,"04310",2336,27
2006,"04320",1812,96
2006,"04330",2177,33
2006,"04340",1481,34
2006,"04350",NA,NA
2006,"04360",NA,NA
2006,"04390",NA,1
2006,"04400",1900,438
2006,"04410",NA,NA
2006,"04420",2056,88
2006,"04430",2182,153
2006,"04440",1555,75
2006,"04460",1961,20
2006,"04480",NA,NA
2006,"04500",1729,24
2006,"04600",1659,152
2006,"04620",NA,NA
2006,"04660",NA,3
2006,"04840",NA,NA
2006,"04920",NA,NA
2006,"05100",1856,16
2006,"05200",1632,68
2006,"05400",1759,38
2006,"05430",NA,NA
2006,"05450",NA,1
2006,"05460",1725,82
2006,"05510",NA,NA
2006,"05620",NA,NA
2006,"05720",NA,NA
2006,"05800",1688,288
2006,"05810",NA,NA
2006,"05820",1523,53
2006,"05830",1765,176
2006,"05840",1604,91
2006,"05860",1283,21
2006,"05880",1402,58
2006,"05900",1532,113
2006,"06100",2018,263
2006,"06150",1858,79
2006,"06200",NA,1
2006,"06400",1702,86
2006,"06450",1687,27
2006,"06500",NA,NA
2006,"06530",NA,4
2006,"06650",2019,12
2006,"06750",NA,3
2006,"07110",NA,1
2006,"07150",NA,NA
2006,"07170",1467,9
2006,"07190",NA,2
2006,"07230",1403,13
2006,"07500",1220,6
2006,"07510",NA,NA
2006,"07550",NA,NA
2006,"07560",NA,2
2006,"07600",NA,5
2006,"07700",1601,12
2006,"07750",NA,1
2006,"07800",NA,NA
2006,"07820",NA,2
2006,"07830",NA,1
2006,"07880",NA,3
2006,"07890",NA,NA
2006,"07900",1076,59
2006,"07910",684,9
2006,"07920",1067,9
2006,"07930",NA,1
2006,"07940",823,12
2006,"07955",849,12
2006,"07970",NA,3
2006,"07990",NA,NA
2006,"08100",1814,169
2006,"08150",1614,44
2006,"08200",1396,88
2006,"08350",1370,62
2006,"08450",NA,2
2006,"08500",1703,94
2006,"08680",1637,18
2006,"08700",1280,95
2006,"08800",NA,4
2006,"09120",NA,2
2006,"09220",1190,9
2006,"09430",1368,6
2006,"09630",NA,NA
2006,"09810",1293,6
2006,"10210",1307,39
2006,"10300",1370,74
2006,"10320",1085,9
2006,"10330",NA,2
2006,"10360",NA,NA
2006,"10410",NA,NA
2006,"10420",986,15
2006,"10440",958,9
2006,"10470",NA,NA
2006,"10520",NA,3
2006,"10570",NA,NA
2006,"10600",1697,69
2006,"10620",NA,3
2006,"10640",1724,9
2006,"10650",1556,20
2006,"10660",NA,5
2006,"10680",NA,NA
2006,"10710",NA,NA
2006,"10820",890,8
2006,"10900",1367,76
2006,"10940",1559,6
2006,"10960",1300,27
2006,"11100",1405,245
2006,"11120",1320,87
2006,"11130",1101,125
2006,"11310",NA,1
2006,"11710",1509,18
2006,"11910",1374,14
2006,"12100",1075,18
2006,"12130",NA,1
2006,"12240",875,10
2006,"12310",1138,24
2006,"12380",NA,4
2006,"12400",1072,53
2006,"12520",NA,2
2006,"12540",NA,3
2006,"12600",955,8
2006,"12700",1149,19
2006,"13100",1711,281
2006,"13110",1037,10
2006,"13130",1584,164
2006,"13200",1561,35
2006,"13210",1532,152
2006,"13220",1476,14
2006,"13250",1035,14
2006,"13270",NA,4
2006,"13300",1521,30
2006,"13330",NA,NA
2006,"13430",NA,4
2006,"13500",1489,165
2006,"13600",1282,60
2006,"13700",NA,NA
2006,"13720",1362,39
2006,"13800",1487,11
2006,"13880",1496,13
2006,"13900",NA,NA
2006,"14200",1114,100
2006,"14300",1099,14
2006,"14500",1123,20
2006,"14610",NA,NA
2006,"14680",NA,NA
2006,"14700",947,13
2006,"14770",NA,3
2006,"14820",NA,3
2006,"14870",NA,2
2006,"14960",NA,NA
2006,"15100",1691,133
2006,"15110",1843,112
2006,"15140",1783,319
2006,"15150",1414,135
2006,"15160",NA,NA
2006,"15170",1143,143
2006,"15200",1172,106
2006,"15210",1125,129
2006,"15230",1091,27
2006,"15240",1109,210
2006,"15270",1336,6
2006,"15300",1210,52
2006,"15320",1626,11
2006,"15340",1534,6
2006,"15500",1058,117
2006,"15520",1237,76
2006,"15540",1336,43
2006,"15550",1042,68
2006,"15560",961,52
2006,"15610",1476,26
2006,"15680",NA,NA
2006,"15700",1279,63
2006,"15800",1267,69
2006,"15810",1521,8
2006,"15830",1108,107
2006,"15840",1223,49
2006,"15850",NA,2
2006,"15860",1111,109
2006,"15870",1267,82
2006,"15880",1061,79
2006,"15900",1691,24
2006,"15950",1454,109
2006,"16100",628,14
2006,"16200",NA,4
2006,"16300",1076,127
2006,"16320",NA,NA
2006,"16500",675,9
2006,"16600",966,33
2006,"16610",NA,3
2006,"16670",NA,NA
2006,"16710",761,6
2006,"16800",971,16
2006,"16900",879,30
2006,"17110",NA,NA
2006,"17130",NA,2
2006,"17200",1129,71
2006,"17240",NA,NA
2006,"17500",795,13
2006,"17610",NA,1
2006,"17800",741,18
2006,"18100",1259,142
2006,"18120",NA,2
2006,"18130",856,43
2006,"18150",1000,44
2006,"18200",805,51
2006,"18300",798,33
2006,"18600",NA,4
2006,"19110",NA,4
2006,"19120",NA,NA
2006,"19160",NA,NA
2006,"19210",NA,NA
2006,"19260",NA,NA
2006,"19410",NA,4
2006,"19420",NA,NA
2006,"19430",NA,5
2006,"19470",NA,NA
2006,"19540",NA,NA
2006,"19600",844,23
2006,"19650",890,38
2006,"19670",NA,NA
2006,"19700",799,30
2006,"19910",NA,2
2006,"19950",NA,NA
2006,"20100",2108,830
2006,"20200",1494,84
2006,"20210",1063,75
2006,"20240",868,73
2006,"20250",NA,3
2006,"20300",1539,91
2006,"20320",1450,339
2006,"20360",1142,259
2006,"20380",1771,14
2006,"20400",NA,5
2006,"20460",982,89
2006,"20500",2163,196
2006,"20520",1954,67
2006,"20540",1457,261
2006,"20610",1073,244
2006,"20660",1859,30
2006,"20700",2120,136
2006,"20720",1675,144
2006,"20740",1517,194
2006,"20750",1048,100
2006,"20760",1471,58
2006,"20780",1478,165
2006,"20810",1968,420
2006,"20880",1619,123
2006,"20900",1994,47
2006,"20960",NA,1
2006,"21100",1629,111
2006,"21110",1472,136
2006,"21120",1866,7
2006,"21140",1031,11
2006,"21160",1628,17
2006,"21195",NA,NA
2006,"21200",1306,265
2006,"21210",1359,46
2006,"21220",1269,20
2006,"21230",NA,3
2006,"21240",NA,2
2006,"21250",1443,36
2006,"21260",1350,31
2006,"21270",1199,26
2006,"21280",1804,23
2006,"21290",1559,14
2006,"21310",1199,6
2006,"21330",1107,6
2006,"21350",NA,2
2006,"21360",1429,6
2006,"21370",NA,5
2006,"21380",1148,42
2006,"21410",NA,5
2006,"21420",1445,72
2006,"21430",NA,NA
2006,"21450",1051,10
2006,"21490",992,8
2006,"21500",1281,55
2006,"21530",1206,112
2006,"21540",NA,3
2006,"21560",NA,NA
2006,"21570",974,11
2006,"21590",NA,1
2006,"21600",1128,108
2006,"21610",NA,2
2006,"21620",1746,16
2006,"21630",NA,NA
2006,"21650",NA,3
2006,"21660",NA,3
2006,"21710",NA,NA
2006,"21760",NA,NA
2006,"21800",940,15
2006,"21820",NA,1
2006,"21860",NA,1
2006,"21870",1068,11
2006,"21880",NA,3
2006,"21900",772,11
2006,"21930",NA,NA
2006,"23100",1078,44
2006,"23120",NA,2
2006,"23140",NA,1
2006,"23200",842,12
2006,"23210",NA,NA
2006,"23260",NA,NA
2006,"23310",NA,5
2006,"23360",NA,1
2006,"23450",797,8
2006,"23500",809,187
2006,"23600",821,14
2006,"23800",805,87
2006,"23930",NA,NA
2006,"23950",NA,2
2006,"24100",1239,269
2006,"24130",1228,41
2006,"24240",1201,91
2006,"24260",1130,119
2006,"24280",1315,66
2006,"24800",1232,94
2006,"24910",NA,NA
2006,"25110",NA,NA
2006,"25130",NA,2
2006,"25160",NA,NA
2006,"25190",701,8
2006,"25210",NA,NA
2006,"25230",NA,NA
2006,"25240",NA,2
2006,"25250",1028,13
2006,"25260",NA,2
2006,"25320",NA,1
2006,"25330",NA,3
2006,"25340",NA,1
2006,"25360",861,12
2006,"25370",NA,NA
2006,"25380",NA,3
2006,"25390",NA,4
2006,"25410",864,6
2006,"25460",812,9
2006,"25470",NA,NA
2006,"25500",848,38
2006,"25520",NA,1
2006,"25550",NA,3
2006,"25570",NA,1
2006,"25630",NA,NA
2006,"25640",NA,NA
2006,"25660",NA,3
2006,"25700",1007,9
2006,"25830",NA,1
2006,"25860",NA,3
2006,"25870",NA,4
2006,"25900",863,12
2006,"26100",1285,334
2006,"26200",1302,96
2006,"26410",NA,NA
2006,"26510",1070,13
2006,"26660",1132,107
2006,"26720",NA,NA
2006,"26820",1009,36
2006,"26840",NA,4
2006,"27100",1022,19
2006,"27150",982,8
2006,"27230",923,15
2006,"27310",NA,1
2006,"27320",NA,3
2006,"27400",NA,NA
2006,"27430",NA,NA
2006,"27450",NA,NA
2006,"27500",787,27
2006,"27510",910,44
2006,"27600",NA,4
2006,"27640",NA,NA
2006,"27650",NA,1
2006,"27670",NA,1
2006,"27710",595,7
2006,"27730",NA,NA
2006,"27750",NA,3
2006,"27800",1174,19
2006,"27820",863,6
2006,"27840",NA,NA
2006,"27860",NA,NA
2006,"27910",539,6
2006,"27920",NA,NA
2006,"28100",1495,352
2006,"28120",1143,87
2006,"28130",1200,131
2006,"28190",819,80
2006,"28200",1172,29
2006,"28220",1099,27
2006,"28240",NA,1
2006,"28260",NA,NA
2006,"28300",1283,26
2006,"28330",1064,33
2006,"28360",1192,71
2006,"28370",671,78
2006,"28400",1025,75
2006,"28430",1073,35
2006,"28450",976,34
2006,"28500",1023,30
2006,"28540",NA,5
2006,"28580",NA,2
2006,"28600",1151,43
2006,"28610",1206,45
2006,"28660",1233,40
2006,"28760",918,20
2006,"28800",765,39
2006,"28840",475,16
2006,"28880",NA,NA
2006,"28900",NA,1
2006,"29100",731,17
2006,"29200",757,80
2006,"29250",857,27
2006,"29310",NA,1
2006,"29320",NA,NA
2006,"29340",NA,NA
2006,"29600",886,36
2006,"29630",794,7
2006,"29700",NA,NA
2006,"29810",NA,2
2006,"29880",NA,1
2006,"29900",801,8
2006,"30100",1112,165
2006,"30300",743,66
2006,"30420",1063,83
2006,"31110",NA,NA
2006,"31130",NA,NA
2006,"31160",NA,4
2006,"31300",1044,36
2006,"31400",905,69
2006,"31470",NA,NA
2006,"31500",800,18
2006,"31600",995,26
2006,"31610",NA,NA
2006,"31620",NA,3
2006,"31630",NA,NA
2006,"31640",646,17
2006,"31700",NA,4
2006,"31720",NA,2
2006,"31760",991,13
2006,"31900",688,8
2006,"32100",648,8
2006,"32200",994,108
2006,"32210",846,16
2006,"32250",NA,NA
2006,"32270",NA,3
2006,"32300",NA,3
2006,"32410",NA,NA
2006,"32440",NA,4
2006,"32500",NA,5
2006,"32560",NA,NA
2006,"32610",NA,4
2006,"32620",NA,NA
2006,"32700",980,91
2006,"32730",NA,NA
2006,"32740",645,24
2006,"32800",822,39
2006,"32810",775,10
2006,"32910",NA,NA
2006,"32920",NA,2
2006,"33100",2344,429
2006,"33180",3512,15
2006,"33200",2367,230
2006,"33210",2405,148
2006,"33230",2406,193
2006,"33240",2132,48
2006,"33250",2014,66
2006,"33270",1991,145
2006,"33300",1607,100
2006,"33310",1254,149
2006,"33330",1227,47
2006,"33340",1734,81
2006,"33400",1878,90
2006,"33410",1397,138
2006,"33420",1596,12
2006,"33430",1590,67
2006,"33450",1741,35
2006,"33470",1490,94
2006,"33480",1620,82
2006,"33500",2240,317
2006,"33520",1500,25
2006,"33530",1892,98
2006,"33540",2078,282
2006,"33560",1744,144
2006,"33580",1978,190
2006,"33610",1884,78
2006,"33680",NA,1
2006,"33700",2098,44
2006,"33710",1653,310
